Order,PID,MS_SubClass,Lot_Frontage,Lot_Area,Lot_Shape,Land_Contour,Lot_Config,Neighborhood,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Exterior_1st,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,Bsmt_Unf_SF,Total_Bsmt_SF,Central_Air,Electrical,SF_1st_Flr,SF_2nd_Flr,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Ssn3_Porch,Screen_Porch,Fence,Misc_Val,Mo_Sold,Yr_Sold,SaleCondition,SalePrice
1822,532354070,20,,7758,IR1,Lvl,Corner,Sawyer,1Fam,1Story,5,7,1962,2001,Gable,HdBoard,TA,Gd,CBlock,TA,TA,No,ALQ,588,411,999,Y,SBrkr,999,0,999,1,0,1,0,3,Gd,6,0,NA,Detchd,1963,Unf,1,264,TA,TA,0,132,0,0,0,NA,0,3,2007,Normal,132500
1823,532376040,20,85,6970,Reg,Lvl,Corner,Sawyer,1Fam,1Story,4,5,1961,1961,Gable,VinylSd,TA,TA,CBlock,TA,TA,No,ALQ,932,108,1040,Y,SBrkr,1120,0,1120,1,0,1,1,3,Fa,5,0,NA,Attchd,1961,RFn,2,544,TA,TA,168,0,0,0,0,NA,400,5,2007,Normal,129000
1824,532376090,20,40,13673,IR1,Lvl,CulDSac,Sawyer,1Fam,1Story,5,5,1962,1962,Gable,HdBoard,TA,Gd,CBlock,TA,TA,No,Unf,0,1140,1140,Y,SBrkr,1696,0,1696,0,0,1,1,3,TA,8,1,TA,Attchd,1962,RFn,1,349,TA,TA,0,30,0,0,0,NA,0,3,2007,Normal,143900
1825,532377050,20,84,7476,Reg,Lvl,Corner,Sawyer,1Fam,1Story,5,7,1968,1968,Gable,HdBoard,TA,TA,CBlock,TA,TA,No,Rec,812,228,1040,Y,SBrkr,1040,0,1040,1,0,1,1,3,TA,5,0,NA,Detchd,1991,Fin,2,686,TA,TA,188,0,0,0,0,NA,0,6,2007,Normal,145000
1826,532377140,20,,9945,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1961,1961,Hip,Wd Sdng,TA,TA,CBlock,TA,TA,No,Rec,827,161,988,Y,SBrkr,988,0,988,1,0,1,0,3,TA,5,0,NA,Detchd,1963,Unf,2,572,TA,TA,0,0,0,0,0,NA,0,10,2007,Normal,128500
1827,532378240,20,,6173,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,6,1967,1967,Gable,HdBoard,TA,TA,CBlock,TA,TA,No,GLQ,599,277,876,Y,SBrkr,902,0,902,0,0,1,0,3,TA,6,0,NA,Attchd,1967,Unf,1,288,TA,TA,0,0,0,0,0,MnPrv,0,8,2007,Normal,125500
1828,532476080,60,,19522,IR1,Bnk,Inside,Veenker,1Fam,2Story,7,5,1990,1990,Gable,HdBoard,Gd,TA,PConc,Gd,TA,No,GLQ,727,496,1223,Y,SBrkr,1271,1232,2503,1,0,2,1,3,Gd,7,1,TA,Attchd,1990,RFn,2,564,TA,TA,0,99,0,0,182,NA,0,2,2007,Normal,300000
1829,532477040,60,,17542,IR1,Lvl,Inside,Veenker,1Fam,2Story,7,7,1974,2003,Gable,Wd Sdng,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,36,1192,Y,SBrkr,1516,651,2167,1,0,2,1,3,Gd,9,2,Gd,Attchd,1974,RFn,2,518,TA,TA,220,47,0,0,0,MnPrv,0,7,2007,Normal,294000
1830,532479050,20,44,10751,IR1,Lvl,CulDSac,Sawyer,1Fam,1Story,5,5,1974,1974,Gable,Plywood,TA,TA,CBlock,Fa,TA,Gd,ALQ,787,250,1037,Y,SBrkr,1037,0,1037,1,0,1,0,2,TA,5,0,NA,Attchd,1974,RFn,2,431,TA,TA,136,47,0,0,0,NA,0,8,2007,Normal,129000
1831,532479120,85,,16647,IR1,Lvl,CulDSac,Sawyer,1Fam,SFoyer,5,5,1975,1981,Gable,HdBoard,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,0,1390,Y,SBrkr,1701,0,1701,1,0,2,0,3,TA,6,2,TA,Basment,1975,Fin,2,611,TA,TA,0,0,0,0,0,NA,0,1,2007,Normal,171000
1832,532479140,20,43,12712,IR1,Lvl,CulDSac,Sawyer,1Fam,1Story,6,7,1973,2006,Gable,CemntBd,TA,TA,CBlock,Gd,TA,Mn,ALQ,968,76,1044,Y,SBrkr,1055,0,1055,1,0,1,0,2,Gd,5,1,TA,Attchd,1973,RFn,2,542,TA,TA,455,0,0,0,0,NA,0,1,2007,Abnorml,147000
1833,533120030,60,,9572,IR1,Lvl,Inside,NoRidge,1Fam,2Story,8,5,1990,1990,Gable,Wd Sdng,Gd,TA,PConc,Ex,TA,No,GLQ,482,971,1453,Y,SBrkr,1453,1357,2810,0,0,2,1,4,Gd,9,1,Ex,Attchd,1990,RFn,2,750,Gd,Gd,500,0,0,0,0,NA,0,6,2007,Normal,302000
1834,533130170,50,85,10678,Reg,Lvl,Inside,NoRidge,1Fam,1.5Fin,8,5,1992,2000,Hip,HdBoard,Gd,TA,PConc,Gd,TA,No,GLQ,700,983,1683,Y,SBrkr,2129,743,2872,0,0,2,1,4,Gd,9,1,TA,Attchd,1992,Fin,2,541,TA,TA,0,33,0,0,0,NA,0,4,2007,Normal,285000
1835,533205110,120,45,4379,IR1,Lvl,FR2,Somerst,TwnhsE,1Story,8,5,2004,2004,Gable,MetalSd,Gd,TA,PConc,Gd,TA,Av,GLQ,851,527,1378,Y,SBrkr,1378,0,1378,1,0,2,0,2,Gd,6,1,Gd,Attchd,2004,Fin,2,540,TA,TA,160,56,0,0,0,NA,0,7,2007,Normal,214000
1836,533206060,120,80,3523,IR1,Lvl,Inside,Somerst,TwnhsE,1Story,8,5,2006,2007,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,60,1081,1141,Y,SBrkr,1151,0,1151,1,0,2,0,2,Gd,5,0,NA,Attchd,2006,Fin,2,484,TA,TA,0,60,0,0,0,NA,0,2,2007,Partial,166000
1837,533206070,120,32,3784,IR1,Lvl,Inside,Somerst,TwnhsE,1Story,8,5,2006,2007,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,60,1451,1511,Y,SBrkr,1565,0,1565,1,0,2,0,2,Gd,5,0,NA,Attchd,2006,Fin,2,476,TA,TA,0,120,0,0,0,NA,0,2,2007,Partial,193800
1838,533208010,120,47,4230,Reg,Lvl,Corner,Somerst,TwnhsE,1Story,7,5,2006,2007,Gable,VinylSd,Gd,TA,PConc,Ex,Gd,No,Unf,0,1352,1352,Y,SBrkr,1352,0,1352,0,0,2,0,2,Gd,5,1,Gd,Attchd,2006,RFn,2,466,TA,TA,0,241,0,0,0,NA,0,4,2007,Partial,208900
1839,533208020,120,40,3606,Reg,Lvl,Inside,Somerst,TwnhsE,1Story,7,5,2006,2007,Gable,VinylSd,Gd,TA,PConc,Ex,Gd,No,GLQ,937,415,1352,Y,SBrkr,1352,0,1352,1,0,2,0,2,Gd,5,1,Gd,Attchd,2006,RFn,2,466,TA,TA,0,241,0,0,0,NA,0,8,2007,Partial,194000
1840,533208030,120,30,5330,IR2,Lvl,Inside,Somerst,TwnhsE,1Story,8,5,2006,2007,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,1550,1550,Y,SBrkr,1550,0,1550,0,0,2,1,2,Gd,5,0,NA,Attchd,2007,Fin,2,528,TA,TA,0,102,0,0,0,NA,0,7,2007,Partial,207500
1841,533208040,120,35,4274,IR1,Lvl,Inside,Somerst,TwnhsE,1Story,7,5,2006,2007,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,1106,135,1241,Y,SBrkr,1241,0,1241,1,0,1,1,1,Gd,4,0,NA,Attchd,2007,Fin,2,569,TA,TA,0,116,0,0,0,NA,0,11,2007,Partial,199900
1842,533208070,160,35,4251,IR1,Lvl,Inside,Somerst,TwnhsE,2Story,7,5,2006,2007,Gable,MetalSd,Gd,TA,PConc,Gd,TA,No,Unf,0,625,625,Y,SBrkr,625,625,1250,0,0,2,1,2,Gd,5,0,NA,Detchd,2006,RFn,2,528,TA,TA,0,54,0,0,0,NA,0,6,2007,Partial,164700
1843,533213130,160,24,2280,Reg,Lvl,Inside,Somerst,Twnhs,2Story,6,5,1999,1999,Gable,MetalSd,TA,TA,PConc,Gd,TA,No,GLQ,565,179,744,Y,SBrkr,757,744,1501,1,0,2,1,3,TA,6,1,TA,Detchd,1999,Unf,2,440,TA,TA,0,0,0,0,0,NA,0,9,2007,Normal,176500
1844,533213140,160,34,3230,Reg,Lvl,Corner,Somerst,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,TA,TA,PConc,Gd,TA,No,GLQ,419,310,729,Y,SBrkr,729,729,1458,0,0,2,1,2,TA,5,1,Fa,Detchd,1999,Unf,2,440,TA,TA,0,32,0,0,0,NA,0,6,2007,Normal,176000
1845,533221030,160,,2117,Reg,Lvl,Inside,Somerst,TwnhsE,2Story,6,5,2000,2000,Gable,MetalSd,Gd,TA,PConc,Gd,TA,No,GLQ,420,336,756,Y,SBrkr,756,756,1512,0,0,2,1,2,Gd,4,1,TA,Detchd,2000,Unf,2,440,TA,TA,0,32,0,0,0,NA,0,6,2007,Normal,168500
1846,533221060,160,24,2117,Reg,Lvl,Inside,Somerst,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,Gd,TA,PConc,Gd,TA,No,GLQ,417,339,756,Y,SBrkr,769,804,1573,0,0,2,1,3,Gd,4,0,NA,Detchd,2000,Unf,2,440,TA,TA,0,32,0,0,0,NA,0,9,2007,Normal,177000
1847,533221100,160,,2117,Reg,Lvl,Inside,Somerst,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,Gd,TA,PConc,Gd,TA,No,GLQ,436,320,756,Y,SBrkr,769,756,1525,0,0,2,1,3,Gd,5,1,TA,Detchd,2000,Unf,2,440,TA,TA,0,0,0,0,0,NA,0,6,2007,Normal,177000
1848,533223050,160,,5105,IR2,Lvl,FR2,Somerst,TwnhsE,2Story,7,5,2004,2004,Gable,MetalSd,Gd,TA,PConc,Gd,TA,No,GLQ,239,312,551,Y,SBrkr,551,551,1102,0,0,2,1,2,Gd,4,0,NA,Detchd,2004,Unf,2,480,TA,TA,0,60,0,0,0,NA,0,3,2007,Normal,148800
1849,533236040,160,24,2645,Reg,Lvl,Inside,Somerst,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,Gd,TA,PConc,Gd,TA,No,Unf,0,776,776,Y,SBrkr,764,677,1441,0,0,2,1,2,Gd,5,0,NA,Detchd,1999,Unf,2,492,TA,TA,206,0,0,0,0,NA,0,11,2007,Normal,174000
1850,533241030,60,66,7399,IR1,Lvl,Inside,Somerst,1Fam,2Story,7,5,1997,1998,Hip,VinylSd,Gd,TA,PConc,Gd,TA,No,BLQ,649,326,975,Y,SBrkr,975,975,1950,0,0,2,1,3,Gd,7,1,TA,Detchd,1997,RFn,2,576,TA,TA,0,10,0,0,198,NA,0,6,2007,Normal,239000
1851,533242080,20,73,7321,IR1,Lvl,Inside,Somerst,1Fam,1Story,7,5,1999,2000,Gable,CemntBd,Gd,TA,PConc,Gd,TA,No,Unf,0,1339,1339,Y,SBrkr,1358,0,1358,0,0,2,0,3,Gd,5,0,NA,Detchd,1999,Unf,2,625,TA,TA,176,174,0,0,0,NA,0,12,2007,Normal,204000
1852,533242090,60,,8010,IR1,Lvl,Inside,Somerst,1Fam,2Story,8,5,2003,2004,Hip,CemntBd,Gd,TA,PConc,Ex,TA,No,GLQ,964,90,1054,Y,SBrkr,1072,976,2048,1,0,2,1,3,Gd,8,2,Gd,Detchd,2003,Unf,2,552,TA,TA,0,48,0,0,180,NA,0,8,2007,Normal,301000
1853,533244040,60,106,8413,IR1,Lvl,Inside,Somerst,1Fam,2Story,8,5,1998,1998,Gable,VinylSd,Gd,Gd,PConc,Ex,TA,Mn,GLQ,901,319,1220,Y,SBrkr,1220,1142,2362,1,0,2,1,3,Gd,8,2,TA,Attchd,1998,RFn,2,1105,Gd,TA,147,0,36,0,144,NA,0,6,2007,Normal,312500
1854,533250190,120,50,9466,IR2,Lvl,FR2,Veenker,TwnhsE,1Story,8,5,1994,1995,Gable,BrkFace,Gd,TA,PConc,Gd,TA,Gd,LwQ,457,0,1494,Y,SBrkr,1494,0,1494,1,0,1,1,1,Gd,5,1,Gd,Attchd,1994,Fin,2,478,TA,TA,0,30,0,0,217,NA,0,5,2007,Normal,279700
1855,533251110,20,80,12000,Reg,Lvl,Inside,Veenker,1Fam,1Story,7,6,1980,1980,Hip,VinylSd,Gd,TA,CBlock,Gd,TA,No,GLQ,1732,270,2002,Y,SBrkr,2362,0,2362,1,0,2,1,3,Gd,8,1,TA,Attchd,1980,RFn,2,546,Gd,TA,180,16,0,0,0,NA,0,3,2007,Normal,255000
1856,533251130,80,,16157,IR1,Lvl,FR2,Veenker,1Fam,SLvl,5,7,1978,1978,Gable,Plywood,TA,TA,PConc,Gd,TA,Gd,ALQ,680,289,1360,Y,SBrkr,1432,0,1432,1,0,1,1,2,Gd,5,1,TA,Attchd,1978,Unf,2,588,TA,TA,168,180,0,0,0,NA,0,6,2007,Normal,194000
1857,533252130,20,90,10768,IR1,Lvl,Corner,Veenker,1Fam,1Story,5,8,1976,2004,Gable,Plywood,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,280,1437,Y,SBrkr,1437,0,1437,1,0,2,0,3,Gd,6,1,Fa,Attchd,1976,RFn,2,528,TA,TA,0,21,0,0,180,NA,0,7,2007,Normal,218000
1858,533253180,120,40,3840,IR1,Lvl,Inside,Greens,TwnhsE,1Story,8,6,1978,1998,Gable,Wd Sdng,Gd,TA,CBlock,Gd,TA,Gd,GLQ,881,0,1057,Y,SBrkr,1295,0,1295,1,0,1,0,1,Gd,4,2,TA,Attchd,1978,Fin,2,571,TA,TA,133,89,0,0,0,NA,0,7,2007,Normal,213750
1859,533254100,80,80,9600,Reg,Lvl,FR2,Veenker,1Fam,SLvl,6,7,1976,1994,Hip,Plywood,Gd,Gd,CBlock,TA,TA,No,Unf,0,528,528,Y,SBrkr,1094,761,1855,0,0,2,1,3,TA,7,1,TA,Attchd,1976,RFn,2,512,TA,TA,113,100,0,0,0,NA,0,8,2007,Normal,187000
1860,533254130,20,80,9600,Reg,Lvl,FR2,Veenker,1Fam,1Story,6,8,1976,1976,Gable,MetalSd,TA,TA,CBlock,Gd,TA,Gd,ALQ,978,284,1262,Y,SBrkr,1262,0,1262,0,1,2,0,3,TA,6,1,TA,Attchd,1976,RFn,2,460,TA,TA,298,0,0,0,0,NA,0,5,2007,Normal,181500
1861,533350020,20,94,17778,IR1,Lvl,Inside,Veenker,1Fam,1Story,8,5,1981,1981,Hip,BrkFace,Gd,TA,CBlock,Gd,TA,Gd,ALQ,1632,0,2461,Y,SBrkr,2497,0,2497,1,0,2,0,2,Gd,7,2,Gd,Attchd,1981,RFn,2,676,TA,TA,266,0,0,0,0,NA,0,3,2007,Normal,373000
1862,533352075,90,,18890,IR1,Lvl,Inside,Sawyer,Duplex,1.5Fin,5,5,1977,1977,Shed,Plywood,TA,TA,CBlock,Gd,TA,No,GLQ,498,652,1361,Y,SBrkr,1361,1259,2620,0,0,2,2,4,TA,12,1,TA,BuiltIn,1977,RFn,2,600,TA,TA,155,24,145,0,0,NA,8300,8,2007,Normal,190000
1863,534104090,60,,7050,Reg,Lvl,Inside,Somerst,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,738,319,1057,Y,SBrkr,1057,872,1929,1,0,2,1,3,Gd,7,1,TA,Attchd,2001,Fin,2,650,TA,TA,0,235,0,0,0,NA,0,5,2007,Normal,226000
1864,534125120,20,78,11700,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,6,1968,1968,Gable,MetalSd,TA,TA,CBlock,TA,TA,No,Unf,0,912,912,Y,SBrkr,1152,0,1152,1,0,1,1,3,TA,7,0,NA,Attchd,1968,RFn,2,412,TA,TA,0,126,0,0,0,NA,0,9,2007,Normal,143450
1865,534127080,60,80,8000,Reg,Lvl,Inside,NWAmes,1Fam,2Story,6,6,1970,1970,Gable,VinylSd,TA,TA,CBlock,TA,TA,No,Rec,915,93,1008,Y,SBrkr,1403,1008,2411,1,0,2,1,4,TA,8,1,Po,Attchd,1970,RFn,2,570,TA,TA,0,192,0,0,0,NA,0,6,2007,Normal,240050
1866,534127140,85,,8723,IR1,Lvl,Inside,NWAmes,1Fam,SFoyer,6,6,1969,1969,Gable,HdBoard,TA,TA,PConc,Gd,TA,Av,BLQ,973,0,973,Y,SBrkr,1082,0,1082,1,0,1,0,3,TA,6,0,NA,Attchd,1969,Unf,2,480,TA,TA,160,0,0,0,0,NA,0,1,2007,Normal,162500
1867,534127260,20,130,11700,Reg,Lvl,Corner,NWAmes,1Fam,1Story,6,5,1968,1968,Gable,HdBoard,TA,TA,PConc,Gd,TA,No,ALQ,910,385,1295,Y,SBrkr,1295,0,1295,1,0,1,1,3,TA,6,0,NA,Attchd,1968,Fin,2,528,TA,TA,0,194,0,0,200,NA,0,4,2007,Normal,164000
1868,534128090,20,108,11358,IR1,Lvl,Corner,NWAmes,1Fam,1Story,7,7,1972,1987,Hip,Wd Sdng,TA,TA,CBlock,TA,TA,No,BLQ,346,778,1124,Y,SBrkr,1610,0,1610,0,0,2,0,3,Gd,8,1,TA,Attchd,1972,RFn,2,515,TA,TA,202,0,0,0,256,NA,0,5,2007,Normal,185000
1869,534151090,20,80,9547,Reg,Lvl,Inside,NWAmes,1Fam,1Story,7,6,1993,1993,Gable,VinylSd,TA,TA,PConc,Gd,TA,No,Unf,0,1594,1594,Y,SBrkr,1594,0,1594,0,0,2,0,2,Gd,6,1,TA,Attchd,1993,RFn,2,472,TA,TA,190,80,0,0,0,NA,0,7,2007,Normal,188500
1870,534151180,60,78,10530,Reg,Lvl,Inside,NWAmes,1Fam,2Story,7,6,1993,1993,Gable,MetalSd,Gd,TA,PConc,Gd,TA,No,GLQ,819,329,1148,Y,SBrkr,1091,984,2075,1,0,2,1,3,Gd,8,1,Gd,Attchd,1993,Unf,2,473,TA,TA,235,86,0,0,0,NA,0,8,2007,Normal,255000
1871,534175010,90,,11500,IR1,Lvl,Corner,NWAmes,Duplex,1Story,5,6,1976,1976,Gable,VinylSd,TA,TA,CBlock,TA,TA,No,Unf,0,1680,1680,Y,SBrkr,1680,0,1680,0,0,2,0,4,TA,8,0,NA,Detchd,1976,Unf,2,528,TA,TA,0,0,0,0,0,NA,0,6,2007,Normal,136905
1872,534176140,20,88,10738,IR1,Lvl,Corner,NWAmes,1Fam,1Story,6,7,1966,1966,Hip,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,792,301,1093,Y,SBrkr,1093,0,1093,1,0,2,0,3,TA,6,1,Fa,Attchd,1966,RFn,2,484,TA,TA,224,0,0,0,0,MnPrv,400,11,2007,Normal,158500
1873,534177210,20,80,9600,Reg,Lvl,Inside,NWAmes,1Fam,1Story,7,6,1973,1973,Hip,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,916,326,1242,Y,SBrkr,1242,0,1242,0,0,1,1,3,TA,6,1,TA,Attchd,1973,Unf,2,528,TA,TA,0,0,0,0,0,NA,0,9,2007,Normal,175500
1874,534178010,20,80,10800,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,5,1963,1963,Gable,HdBoard,TA,TA,CBlock,TA,TA,No,BLQ,617,171,1052,Y,SBrkr,1052,0,1052,1,0,1,0,3,TA,6,0,NA,Attchd,1963,Fin,1,311,TA,TA,0,133,0,0,0,NA,0,2,2007,Normal,127000
1875,534201040,20,70,8050,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,6,1967,1993,Gable,MetalSd,TA,TA,CBlock,TA,TA,No,ALQ,474,437,949,Y,SBrkr,1107,0,1107,1,0,1,0,3,Gd,5,0,NA,Attchd,1967,RFn,1,308,TA,TA,88,64,0,0,0,NA,0,3,2007,Normal,127000
1876,534202030,20,,10355,IR1,Lvl,Corner,NAmes,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,TA,TA,CBlock,TA,TA,No,BLQ,695,519,1214,Y,SBrkr,1214,0,1214,0,0,2,0,3,TA,5,1,Fa,Attchd,1967,RFn,1,318,TA,TA,0,111,0,0,0,NA,0,7,2007,Normal,143000
1877,534204120,20,79,10289,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,7,1965,1965,Hip,MetalSd,TA,TA,CBlock,TA,TA,No,ALQ,836,237,1073,Y,SBrkr,1073,0,1073,1,0,1,1,3,TA,6,0,NA,Attchd,1965,RFn,2,515,TA,TA,0,0,0,0,0,NA,0,6,2007,Normal,156000
1878,534252040,20,,9503,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1958,1983,Hip,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,457,193,1024,Y,SBrkr,1344,0,1344,1,0,1,0,2,TA,6,1,TA,Detchd,1970,Unf,1,484,TA,TA,316,28,0,0,0,GdWo,0,6,2007,Normal,144000
1879,534252060,90,,10624,IR1,Lvl,Inside,NAmes,Duplex,1Story,5,4,1964,1964,Gable,HdBoard,TA,TA,CBlock,TA,TA,No,GLQ,40,1424,1728,Y,SBrkr,1728,0,1728,0,1,2,0,6,TA,10,0,NA,Detchd,2002,Unf,1,352,TA,TA,155,0,0,0,0,NA,0,11,2007,Normal,119000
1880,534252070,90,,10899,IR1,Lvl,Inside,NAmes,Duplex,1Story,4,5,1964,1964,Gable,HdBoard,TA,TA,Slab,NA,NA,NA,NA,0,0,0,N,SBrkr,1224,0,1224,0,0,2,0,2,TA,8,0,NA,CarPort,1964,Unf,3,530,TA,TA,0,0,0,0,0,NA,0,4,2007,Normal,103000
1881,534252110,20,,12342,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1960,1978,Hip,Wd Sdng,TA,TA,CBlock,TA,TA,No,Unf,0,978,978,Y,SBrkr,1422,0,1422,0,0,1,0,3,TA,6,1,TA,Attchd,1960,RFn,1,286,TA,TA,0,0,36,0,0,GdWo,600,8,2007,Normal,139900
1882,534275170,20,,12772,IR1,Lvl,CulDSac,NAmes,1Fam,1Story,6,8,1960,1998,Hip,MetalSd,TA,Gd,CBlock,TA,TA,Mn,BLQ,498,460,958,Y,SBrkr,958,0,958,0,0,1,0,2,TA,5,0,NA,Attchd,1960,RFn,1,301,TA,TA,0,0,0,0,0,NA,15500,4,2007,Normal,151500
1883,534275220,20,80,8892,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,TA,TA,CBlock,TA,TA,No,Unf,0,1065,1065,Y,SBrkr,1065,0,1065,0,0,1,1,3,TA,6,0,NA,Detchd,1974,Unf,2,461,TA,TA,74,0,0,0,0,NA,0,7,2007,Normal,126500
1884,534276070,80,65,10482,Reg,Lvl,Inside,NAmes,1Fam,SLvl,6,8,1958,1958,Hip,VinylSd,TA,Gd,CBlock,TA,TA,Av,GLQ,507,81,588,Y,SBrkr,1138,0,1138,0,1,1,0,3,TA,6,0,NA,Attchd,1958,RFn,1,264,TA,TA,224,0,0,0,0,MnWw,0,6,2007,Normal,145000
1885,534276160,20,70,7535,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,7,1958,1985,Gable,MetalSd,TA,TA,CBlock,TA,TA,No,BLQ,111,522,912,Y,SBrkr,912,0,912,0,1,1,0,2,TA,5,0,NA,Attchd,1958,Fin,1,297,TA,TA,12,285,0,0,0,MnWw,480,6,2007,Normal,120000
1886,534276180,20,74,7450,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1956,1956,Hip,Wd Sdng,TA,TA,CBlock,TA,TA,No,Rec,438,250,894,Y,SBrkr,1074,0,1074,0,0,1,0,2,Gd,6,1,Gd,Detchd,1966,Unf,2,396,TA,TA,0,72,0,0,0,GdWo,0,1,2007,Normal,124000
1887,534276290,20,,8339,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,7,1959,1959,Gable,MetalSd,TA,TA,Slab,NA,NA,NA,NA,0,0,0,Y,SBrkr,882,0,882,0,0,1,0,3,TA,5,0,NA,Attchd,1959,RFn,1,294,TA,TA,0,0,0,0,0,MnPrv,1200,7,2007,Normal,106500
1888,534278150,20,,14357,IR1,Lvl,CulDSac,NAmes,1Fam,1Story,5,5,1961,1961,Hip,Wd Sdng,TA,TA,CBlock,TA,TA,No,ALQ,311,386,864,Y,SBrkr,1187,0,1187,1,0,1,0,2,TA,6,1,TA,Attchd,1961,RFn,2,440,TA,TA,128,0,0,0,0,NA,0,8,2007,Normal,140500
1889,534278170,20,76,8243,IR1,Lvl,CulDSac,NAmes,1Fam,1Story,5,7,1961,1961,Gable,VinylSd,TA,Gd,CBlock,TA,TA,No,ALQ,700,264,964,Y,SBrkr,964,0,964,0,0,1,0,3,TA,5,1,Fa,Detchd,1985,Fin,2,784,TA,TA,170,0,0,0,0,GdPrv,0,2,2007,Normal,137500
1890,534278190,20,70,8680,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,7,1960,1960,Hip,CemntBd,TA,TA,CBlock,TA,TA,No,Unf,0,894,894,Y,SBrkr,894,0,894,0,0,1,0,3,TA,5,0,NA,Detchd,1965,Unf,1,312,TA,TA,0,0,0,0,0,NA,0,1,2007,Normal,117600
1891,534401120,20,80,8800,Reg,Lvl,Inside,NAmes,1Fam,1Story,7,6,1966,1966,Hip,HdBoard,TA,TA,CBlock,TA,TA,No,BLQ,654,520,1174,Y,SBrkr,1200,0,1200,0,1,2,0,3,TA,6,1,TA,Attchd,1966,RFn,2,440,TA,TA,0,0,0,0,0,MnPrv,0,10,2007,Normal,163500
1892,534401200,80,80,9200,Reg,Lvl,Inside,NAmes,1Fam,SLvl,6,5,1965,1965,Gable,HdBoard,TA,TA,CBlock,TA,TA,Gd,GLQ,494,548,1042,Y,SBrkr,1042,0,1042,0,0,2,0,3,TA,5,0,NA,Attchd,1965,RFn,2,440,TA,TA,192,0,0,0,0,GdPrv,0,5,2007,Normal,161000
1893,534403040,80,85,9350,Reg,Lvl,Inside,NAmes,1Fam,SLvl,6,7,1964,1991,Hip,HdBoard,TA,TA,CBlock,Gd,TA,Gd,LwQ,270,452,1302,Y,SBrkr,1302,0,1302,0,1,2,0,3,Gd,7,0,NA,Attchd,1964,RFn,1,309,TA,TA,333,0,0,0,0,MnPrv,0,10,2007,Normal,158000
1894,534403290,60,80,8800,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,7,1964,1997,Gable,MetalSd,TA,Gd,CBlock,TA,TA,No,ALQ,414,431,845,Y,SBrkr,845,1309,2154,0,0,2,1,5,TA,8,1,Gd,Attchd,1964,RFn,2,539,TA,TA,0,0,0,0,161,MnPrv,0,7,2007,Normal,224500
1895,534403420,20,,11382,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,5,1964,1964,Gable,Wd Sdng,TA,TA,CBlock,TA,TA,No,ALQ,54,533,1130,Y,SBrkr,1374,0,1374,0,1,1,0,3,TA,7,1,TA,Attchd,1964,RFn,1,286,TA,TA,0,28,84,0,0,MnPrv,0,8,2007,Normal,147000
